id,name,type,town,verified,verified_by,osm_name,osm_sim,osm_dist_m,osm_kind,wd_label,wd_desc,wd_dist_m,biz_name,biz_dist_m,census_match,census_dist_m,new_lat,new_lng
483,Lake Success Shopping Center,Mall,Lake Success,True,wiki,Lake Success Jewish Center,0.75,1333,amenity=place_of_worship,Lake Success Shopping center,"shopping mall in North New Hyde Park, New York, United States",147,,,True,86,,
485,Stony Brook Medical Pavilion East,Medical,East Setauket,False,,Stony Brook Hospital,0.67,666,public_transport=stop_area,,,,,,False,,,
486,Plainview Commons Medical Center,Medical,Plainview,False,,Plainview Jewish Center,0.67,1463,amenity=place_of_worship,,,,,,True,121,,
487,Babylon Professional Center,Office,Babylon,False,,Babylon Village Chiropractic Center,0.67,585,healthcare=alternative,,,,,,True,516,,
488,Freeport Professional Building,Office,Freeport,False,,Village of Freeport,0.5,159,office=government,,,,,,True,959,,
489,Riverhead Professional Center,Office,Riverhead,False,,Riverhead,1.0,880,building=train_station,,,,,,True,923,,
491,Memorial Sloan Kettering Commack,Medical,Commack,True,fsq,Commack Supercharger,0.5,412,amenity=charging_station,,,,Memorial Sloan-Kettering Cancer Center At Commack,25,True,152,,
492,Stony Brook Southampton Hospital Outpatient,Medical,Southampton,False,,Southampton,1.0,1387,building=train_station,,,,,,True,51,,
493,NYU Langone East Hampton Medical,Medical,East Hampton,False,,East 3,1.0,949,feature,,,,,,True,3,,
494,Northwell Health Cardiology Carle Place,Medical,Carle Place,False,,Vinyards of Carle Place,0.67,510,shop=wine,,,,,,False,,,
495,North Shore LIJ Surgery Center Valley Stream,Medical,Valley Stream,False,,Valley Stream at Valley Stream,1.0,1919,feature,,,,,,True,3190,,
496,MultiCare Medical Group Babylon,Medical,Babylon,False,,Lily's Babylon,0.5,126,amenity=restaurant,,,,,,True,557,,
497,Long Island ENT Great Neck,Medical,Great Neck,False,,Great Neck Synagogue,0.67,630,amenity=place_of_worship,,,,,,True,2133,,
498,East Meadow Medical Center,Medical,East Meadow,False,,Medical Center,1.0,663,aeroway=helipad,,,,,,True,1000,,
499,New York Cancer & Blood Specialists Shirley,Medical,Shirley,False,,Shirley Feed,0.5,1044,shop=pet,,,,,,True,3686,,
500,Island Hospice & Healthcare,Medical,Hauppauge,False,,Long Island Developmental Disabilities Regional Office,0.33,2205,office=government,,,,,,False,,,
502,Stony Brook Cardiology Commack,Medical,Commack,False,,Commack Supercharger,0.5,2113,amenity=charging_station,,,,,,True,34,,
504,NYU Langone Obstetrics Garden City,Medical,Garden City,False,,Garden City,1.0,663,building=train_station,,,,,,True,374,,
505,Northwell Health Neuroscience Manhasset,Medical,Manhasset,False,,Northwell Health,1.0,1394,building=yes,,,,,,True,167,,
506,Catholic Health Physician Partners East Meadow,Medical,East Meadow,False,,Sunrise of East Meadow,0.67,1908,amenity=nursing_home,,,,,,True,542,,
507,Stony Brook Medicine Riverhead,Medical,Riverhead,False,,Riverhead,1.0,1225,building=train_station,,,,,,True,8,,
508,Northwell Pediatric Specialty Great Neck,Medical,Great Neck,False,,Great Neck Taxi,0.67,129,amenity=taxi,,,,,,True,53,,
509,CareMount Medical Melville,Medical,Melville,False,,Melville Mall,0.5,2299,building=retail,,,,,,False,,,
510,St. Francis Hospital Outpatient Greenvale,Medical,Greenvale,False,,Saint Francis Hospital,0.67,2586,amenity=hospital,,,,,,False,,,
511,New York Community Bancorp HQ,Financial,Hicksville,True,osm,New York Community Bank Plaza,0.75,447,building=commercial,,,,,,True,396,40.766451,-73.52842
512,Bethpage Federal Credit Union HQ,Financial,Bethpage,True,osm,Bethpage Federal Credit Union,1.0,300,office=financial,,,,,,True,160,40.761364,-73.499121
513,Teachers Federal Credit Union HQ,Financial,Hauppauge,False,,,,,,,,,,,False,,,
514,Dime Community Bank HQ,Financial,Hauppauge,False,,TD Bank,1.0,1296,amenity=bank,,,,,,True,662,,
515,Island Federal Credit Union HQ,Financial,Hauppauge,False,,Island Federal Credit Union Arena,1.0,2426,leisure=stadium,,,,,,True,859,,
516,Flushing Bank Long Island Regional,Financial,Mineola,False,,TD Bank,1.0,1300,amenity=bank,,,,,,False,,,
517,Valley National Bank Garden City,Financial,Garden City,False,,National,1.0,287,shop=supermarket,,,,,,True,162,,
518,Signature Bank Long Island,Financial,Garden City,False,,Marriott Long Island,0.67,1458,feature,,,,,,True,73,,
519,Greater Hudson Savings Bank,Financial,Merrick,False,,Roslyn Savings Bank,0.67,441,amenity=bank,,,,,,True,200,,
520,Hanover Bancorp LI,Financial,Mineola,False,,,,,,,,,,,True,664,,
522,TD Bank Regional Headquarters,Financial,Garden City,False,,Hempstead Bank,0.5,2272,building=yes,,,,,,True,288,,
523,JP Morgan Chase Long Island,Financial,Mineola,False,,Chase,1.0,906,amenity=bank,,,,,,True,1065,,
524,Long Island Community Bank HQ,Financial,Islandia,False,,Long Island,1.0,2005,tourism=artwork,,,,,,False,,,
526,Atria Great Neck,Residential,Great Neck,False,,Atria Parak of Great Neck,1.0,1429,amenity=social_facility,,,,,,True,1632,,
527,The Bristal at Massapequa,Residential,Massapequa,False,,The Bristal at Massapequa,1.0,1833,amenity=social_facility,,,,,,True,60,,
528,The Bristal at Jericho,Residential,Jericho,False,,The Bristal at Jericho,1.0,1399,amenity=social_facility,,,,,,True,95,,
529,The Bristal at Islandia,Residential,Islandia,False,,The Rinx,0.5,2005,feature,,,,,,False,,,
530,Atria Lynbrook,Residential,Lynbrook,False,,Atria Tanglewood Senior Living,0.5,510,amenity=nursing_home,,,,,,True,6,,
531,The Bristal at Bethpage,Residential,Bethpage,False,,Bethpage Polo at the Park,0.67,1654,leisure=pitch,,,,,,False,,,
532,Sunrise Senior Living Commack,Residential,Commack,False,,Commack Liquors,0.5,789,shop=alcohol,,,,,,True,3965,,
533,The Esplanade of Manhasset,Residential,Manhasset,False,,The Cat Doctor,0.33,1356,amenity=veterinary,,,,,,True,3521,,
534,Vintage Gardens Senior Living,Residential,Huntington,False,,Rosie's Vintage,0.5,409,shop=antiques,,,,,,True,911,,
535,The Riverton at Centereach,Residential,Centereach,False,,Centereach Substation,0.5,1841,feature,,,,,,False,,,
536,Babylon Landing Apartments,Residential,Babylon,False,,Lily's Babylon,0.5,205,amenity=restaurant,,,,,,False,,,
537,East Hampton Village Green,Residential,East Hampton,True,osm,Village of East Hampton,1.0,131,office=government,,,,,,True,300,,
538,Sag Harbor Cove Condominiums,Residential,Sag Harbor,False,,Sag Harbor Cinema,0.67,175,amenity=cinema,,,,,,True,378,,
539,Three Village Apartments,Residential,East Setauket,False,,North Country Administration & Three Village Academy,0.67,2605,amenity=school,,,,,,True,1919,,
540,Atria Stamford,Residential,Smithtown,False,,,,,,,,,,,True,542,,
541,The 1770 House,Hotel,East Hampton,True,osm,1770 House Restaurant & Inn,0.67,613,tourism=hotel,,,,,,True,558,40.958901,-72.190355
542,Greenporter Hotel,Hotel,Greenport,True,osm,The Greenporter Hotel,1.0,314,tourism=hotel,,,,,,False,,41.101677,-72.364409
543,East Wind Long Island,Hotel,Wading River,False,,East Wind Long Island,1.0,1462,building=hotel,,,,,,True,1500,,
544,Hampton Inn Southampton,Hotel,Southampton,False,,Southampton,1.0,1186,building=train_station,,,,,,True,1829,,
545,Westhampton Inn,Hotel,Westhampton Beach,False,,Westhampton Beach Performng Arts Center,0.5,43,amenity=theatre,,,,,,True,8,,
546,Holiday Inn Express Garden City,Hotel,Garden City,False,,Express,1.0,1227,shop=clothes,,,,,,True,8,,
547,La Quinta Inn Melville,Hotel,Melville,False,,Lower Melville School (historical),0.33,582,amenity=school,,,,,,False,,,
548,Marriott Residence Inn Carle Place,Hotel,Carle Place,False,,Residence Inn,1.0,1386,tourism=hotel,,,,,,True,32,,
549,Hyatt Place Melville,Hotel,Melville,False,,Melville Deli,0.5,2096,amenity=fast_food,,,,,,True,8,,
550,Hampton Inn Melville,Hotel,Melville,False,,Lower Melville School (historical),0.33,1103,amenity=school,,,,,,False,,,
551,Extended Stay America Hauppauge,Hotel,Hauppauge,False,,Bank of America,0.5,2403,amenity=bank,,,,,,True,5541,,
552,Amagansett Beach & Atlantic Hotel,Hotel,Amagansett,False,,Amagansett,1.0,1293,building=train_station,,,,,,True,701,,
553,Southold Inn,Hotel,Southold,False,,Southold,1.0,201,building=train_station,,,,,,True,842,,
555,Montauk Blue Hotel,Hotel,Montauk,False,,Montauk,1.0,717,feature,,,,,,True,996,,
556,645 Saratoga Ave,Office,Hauppauge,False,,,,,,,,,,,False,,,
557,80 Orville Dr,Office,Bohemia,False,,,,,,,,,,,True,159,,
558,55 Maxess Rd,Office,Hauppauge,False,,,,,,,,,,,False,,,
559,500 Old Country Rd,Office,Garden City,True,fsq,600 Old Country Road,0.67,247,building=yes,,,,500 Old Country Rd,29,True,136,,
560,Commack Professional Center,Office,Commack,False,,Commack Jewish Center,0.67,2316,amenity=place_of_worship,,,,,,True,647,,
561,350 Jericho Tpke,Office,Jericho,True,osm,350 Jericho Turnpike,0.67,283,building=retail,,,,,,True,240,40.793418,-73.538094
562,Glen Head Office Center,Office,Glen Head,False,,Glen Head Community Center,0.75,642,building=retail,,,,,,True,591,,
563,250 S Service Rd,Office,Melville,False,,,,,,,,,,,False,,,
564,200 S Oyster Bay Rd,Office,Bethpage,False,,Town of Oyster Bay Ice Skating Center,0.67,411,leisure=ice_rink,,,,,,False,,,
565,Port Jefferson Station Office Park,Office,Port Jefferson Station,False,,Port Jefferson,1.0,2418,building=train_station,,,,,,True,1994,,
566,East Hampton Professional Center,Office,East Hampton,False,,East Hampton,1.0,634,building=train_station,,,,,,True,229,,
567,Riverhead Center Professional Bldg,Office,Riverhead,False,,Riverhead,1.0,1166,building=train_station,,,,,,True,305,,
568,Northport Professional Center,Office,Northport,False,,SCT S41 - Bay Shore --> Northport VA Medical Center,0.67,10451,feature,,,,,,True,23,,
569,Plainview Executive Center,Office,Plainview,False,,Plainview-Old Bethpage Community Center,0.67,1804,amenity=community_centre,,,,,,True,5,,
570,25 Orville Dr,Office,Bohemia,False,,,,,,,,,,,True,69,,
571,Southold Town Hall,Government,Southold,False,,Southold,1.0,262,building=train_station,,,,,,True,353,,
572,Greenport Village Hall,Government,Greenport,False,,Greenport,1.0,305,public_transport=stop_position,,,,,,False,,,
573,Port Jefferson Village Hall,Government,Port Jefferson,False,,Village of Port Jefferson,1.0,312,office=government,,,,,,True,282,,
574,Sag Harbor Village Hall,Government,Sag Harbor,True,osm,Village of Sag Harbor,1.0,154,office=government,,,,,,True,173,,
575,Westhampton Beach Village Hall,Government,Westhampton Beach,True,osm,Westhampton Beach Village Hall,1.0,2,building=commercial,,,,,,True,86,,
576,Nassau County Traffic & Parking Agency,Government,Hempstead,True,fsq,Parking Field 16,0.5,256,amenity=parking,,,,Nassau County Traffic & Parking Violations Agency,483,True,195,40.707528,-73.623225
577,Bellport Village Hall,Government,Bellport,False,,Village of Bellport,1.0,611,office=government,,,,,,True,657,,
578,Quogue Village Hall,Government,Quogue,False,,Quogue,1.0,921,feature,,,,,,True,5,,
581,Jericho High School,Education,Jericho,True,osm,Jericho Middle / High School,1.0,10,amenity=school,,,,,,True,329,,
582,Syosset High School,Education,Woodbury,False,,Syosset High School,1.0,1282,building=school,,,,,,True,948,,
583,Great Neck South High School,Education,Great Neck,True,osm,William A Shine - Great Neck South High School,1.0,1,amenity=school,,,,,,True,514,,
584,Garden City High School,Education,Garden City,True,osm,Garden City High School,1.0,35,amenity=school,,,,,,True,455,,
585,Roslyn High School,Education,Roslyn Heights,False,,Roslyn,1.0,551,building=train_station,,,,,,True,810,,
586,Huntington High School,Education,Huntington Station,False,,Huntington,1.0,1967,building=train_station,Huntington High School,"public high school located in Huntington, New York",2502,,,False,,,
587,Half Hollow Hills High School East,Education,Dix Hills,True,osm,Half Hollow Hills High School East,1.0,103,amenity=school,,,,,,True,295,,
588,Smithtown High School East,Education,Commack,False,,Smithtown High School West,0.75,924,amenity=school,,,,,,False,,,
589,Massapequa High School,Education,Massapequa,False,,Massapequa High School - Main Campus,1.0,664,amenity=school,,,,,,True,795,,
590,Bethpage High School,Education,Bethpage,True,osm,Bethpage High School,1.0,149,amenity=school,,,,,,True,275,,
591,Oheka Castle,Entertainment,Huntington,True,osm,Oheka Castle,1.0,45,tourism=hotel,,,,,,False,,,
592,Planting Fields — Coe Hall,Entertainment,Oyster Bay,True,fsq,Coe Hall,1.0,323,tourism=museum,,,,Coe Hall (Planting Fields Arboretum),322,True,8,40.864964,-73.55736
593,Old Westbury Gardens — Westbury House,Entertainment,Old Westbury,False,,Old Westbury Gardens,1.0,923,tourism=attraction,,,,,,True,917,,
594,Sagamore Hill — Roosevelt Home,Entertainment,Oyster Bay,True,osm,Sagamore Hill,1.0,83,feature,,,,,,True,92,,
595,Life Time Fitness Garden City,Entertainment,Garden City,False,,LA Fitness,1.0,1575,leisure=fitness_centre,,,,,,False,,,
596,Life Time Fitness Port Washington,Entertainment,Port Washington,False,,Chabad of Port Washington,0.67,320,amenity=place_of_worship,,,,,,True,218,,
597,Adventureland Amusement Park,Entertainment,Farmingdale,True,osm,Adventureland,1.0,19,tourism=theme_park,,,,,,True,206,,
598,Caumsett State Park — Manor,Entertainment,Lloyd Neck,False,,Caumsett,1.0,1340,leisure=nature_reserve,,,,,,True,493,,
599,Splish Splash Water Park,Entertainment,Calverton,True,osm,Splish Splash Water Park,1.0,51,leisure=water_park,,,,,,True,437,,
600,Kings Park Psychiatric Center,Entertainment,Kings Park,False,,Kings Park Psychiatric Center,1.0,1662,healthcare=psychotherapist,Kings Park Psychiatric Center,"former psychiatric hospital in New York, United States",2676,,,True,20,,
601,Temple Beth El Great Neck,Community,Great Neck,True,osm,Temple Beth-El of Great Neck,1.0,242,amenity=place_of_worship,,,,,,True,260,40.798043,-73.735599
602,Islamic Center of Long Island,Community,Westbury,True,osm,Islamic Center of Long Island,1.0,1,amenity=place_of_worship,,,,,,True,58,,
603,North Shore Hebrew Academy,Community,Great Neck,False,,North Shore Hebrew Academy High School,1.0,813,amenity=school,,,,,,False,,,
604,Old Westbury YMCA,Community,Roslyn Heights,False,,The Old Brick,0.33,788,building=yes,,,,,,True,1923,,
605,Midway YMCA Bethpage,Community,Bethpage,False,,Bethpage Water,0.5,1201,feature,,,,,,False,,,
606,East End Arts Council,Community,Riverhead,False,,East End Eye,0.67,1152,healthcare=optometrist,,,,,,True,323,,
607,Catholic Charities Long Island,Community,Rockville Centre,False,,Long Island Pediatrics,0.67,2214,amenity=doctors,,,,,,False,,,
608,North Shore Unitarian Universalist Society,Community,Manhasset,False,,North Shore Islamic Center,0.5,1987,amenity=place_of_worship,,,,,,True,1995,,
609,Shelter Island YMCA,Community,Shelter Island,False,,Shelter Island Fire Department,0.67,64,amenity=fire_station,,,,,,True,36,,
610,Babylon-Amityville Council on the Arts,Community,Babylon,False,,The Babylon Bean,0.67,442,amenity=cafe,,,,,,True,391,,
612,The Gallery at Westbury Plaza,Mall,Westbury,False,,Westbury,1.0,1856,building=train_station,,,,,,False,,,
614,Lakeland Commons,Mall,West Babylon,False,,,,,,,,,,,False,,,
615,Jericho Terrace Plaza,Mall,Mineola,True,fsq,Jericho Terrace,1.0,1198,building=retail,,,,Jericho terrace,772,False,,40.754393,-73.626078
616,Sterling Bancorp Long Island,Financial,Montebello,False,,Sterling National Bank,0.33,1393,amenity=bank,,,,,,True,1432,,
618,Citibank Long Island Regional,Financial,Lake Success,False,,Citibank,1.0,1482,amenity=bank,,,,,,False,,,
619,First National Bank of LI HQ,Financial,Glen Head,False,,TD Bank,1.0,1006,amenity=bank,,,,,,True,696,,
620,Investors Bank Long Island,Financial,Uniondale,False,,TD Bank,1.0,1886,amenity=bank,,,,,,False,,,
622,Schweiger Dermatology Group Commack,Dermatology,Commack,False,,Commack Cemetery,0.5,603,feature,,,,,,False,,,
624,Island Dermatology Rockville Centre,Dermatology,Rockville Centre,False,,Village of Rockville Centre,0.67,286,office=government,,,,,,True,814,,
625,Advanced Dermatology Huntington,Dermatology,Huntington,False,,Huntington,1.0,910,building=train_station,,,,,,True,298,,
626,Advanced Dermatology Hicksville,Dermatology,Hicksville,False,,Hicksville Garden,0.5,32,leisure=garden,,,,,,True,69,,
627,Advanced Dermatology Melville,Dermatology,Melville,False,,Lower Melville School (historical),0.33,536,amenity=school,,,,,,False,,,
628,North Shore Dermatology Manhasset,Dermatology,Manhasset,False,,Honda of Manhasset,0.5,762,shop=car,,,,,,True,935,,
632,Dermatology of Long Island East Hampton,Dermatology,East Hampton,False,,East Hampton,1.0,841,building=train_station,,,,,,True,376,,
633,Northwell Health Dermatology Lake Success,Dermatology,Lake Success,False,,Northwell Health,1.0,2349,building=yes,,,,,,True,2194,,
635,Stony Brook Dermatology East Setauket,Dermatology,East Setauket,False,,Stony Brook Union,0.67,1103,building=university,,,,,,True,3011,,
638,Northwell Health PT Huntington,Physical Therapy,Huntington,False,,KinderCare at Huntington,0.5,101,amenity=kindergarten,,,,,,True,7,,
649,Summit Physical Therapy Bay Shore,Physical Therapy,Bay Shore,False,,Bay Shore,1.0,366,building=train_station,,,,,,True,708,,
654,Zwanger-Pesiri Radiology Commack,Radiology,Commack,False,,Commack Liquors,0.5,659,shop=alcohol,,,,,,False,,,
663,Peconic Bay Radiology Riverhead,Radiology,Riverhead,False,,Riverhead,1.0,1723,building=train_station,,,,,,True,101,,
